Data;Descrição;Cor;Quantidade;Valor;Situação;Cliente_ID;Região;Canal_Venda;Desconto;Campanha_Marketing;Categoria_Produto;Valor_Final;Ticket_Medio
2025-06-13;Parafuso;Verde;7;63.00;Pago;1043;Centro-Oeste;Online;0;Campanha B;Material;441.00;244.02
2025-06-13;Cola;Azul;1;91.00;Não pago;1045;Centro-Oeste;Online;10;Nenhuma;Material;81.90;230.76
2025-06-13;Parafuso;Preto;8;49.00;Não pago;1085;Norte;Online;15;Nenhuma;Material;333.20;235.54
2025-06-13;Lanterna;Amarelo;9;66.00;Pago;1080;Oeste;Online;5;Nenhuma;Eletrônico;564.30;217.39
2025-06-13;Parafuso;Amarelo;6;40.00;Não pago;1072;Norte;Loja Física;0;Nenhuma;Material;240.00;261.87
2025-06-13;Marreta;Amarelo;4;85.00;Não pago;1073;Sul;Online;0;Campanha B;Ferramenta;340.00;230.82
2025-06-13;Marreta;Verde;6;87.00;Não pago;1099;Oeste;Online;15;Nenhuma;Ferramenta;443.70;238.75
2025-06-13;Marreta;Preto;7;66.00;Não pago;1094;Centro-Oeste;Loja Física;0;Campanha A;Ferramenta;462.00;198.10
2025-06-13;Parafuso;Vermelho;6;80.00;Pago;1030;Sul;Online;0;Campanha B;Material;480.00;209.09
2025-06-13;Cola;Amarelo;1;4.00;Não pago;1004;Leste;Online;0;Campanha B;Material;4.00;242.55
2025-06-13;Fita;Preto;5;34.00;Não pago;1017;Sul;Loja Física;10;Campanha A;Material;153.00;251.90
2025-06-13;Fita;Preto;8;5.00;Pago;1005;Oeste;Online;0;Nenhuma;Material;40.00;223.89
2025-06-13;Martelo;Azul;8;98.00;Pago;1049;Oeste;Online;0;Campanha A;Ferramenta;784.00;215.84
2025-06-13;Fita;Amarelo;9;22.00;Não pago;1027;Norte;Online;10;Nenhuma;Material;178.20;256.87
2025-06-13;Fita;Verde;4;20.00;Não pago;1023;Oeste;Loja Física;5;Campanha A;Material;76.00;242.16
2025-06-13;Marreta;Preto;6;47.00;Não pago;1068;Leste;Online;0;Campanha B;Ferramenta;282.00;231.92
2025-06-13;Marreta;Preto;7;77.00;Pago;1027;Leste;Loja Física;10;Nenhuma;Ferramenta;485.10;256.87
2025-06-13;Parafuso;Vermelho;5;34.00;Não pago;1057;Oeste;Online;10;Nenhuma;Material;153.00;237.56
2025-06-13;Martelo;Azul;8;44.00;Não pago;1066;Centro-Oeste;Loja Física;5;Nenhuma;Ferramenta;334.40;237.90
2025-06-13;Alicate;Preto;3;6.00;Pago;1017;Oeste;Loja Física;15;Campanha B;Ferramenta;15.30;251.90
2025-06-13;Lanterna;Preto;8;56.00;Não pago;1003;Centro-Oeste;Online;0;Nenhuma;Eletrônico;448.00;228.96
2025-06-13;Martelo;Verde;5;29.00;Pago;1048;Oeste;Online;0;Campanha A;Ferramenta;145.00;241.48
2025-06-13;Martelo;Verde;1;97.00;Não pago;1031;Sul;Loja Física;5;Nenhuma;Ferramenta;92.15;210.38
2025-06-13;Cola;Vermelho;6;53.00;Pago;1095;Oeste;Loja Física;10;Nenhuma;Material;286.20;237.81
2025-06-13;Parafuso;Vermelho;2;1.00;Não pago;1082;Sul;Loja Física;15;Campanha B;Material;1.70;190.40
2025-06-13;Cola;Vermelho;7;59.00;Não pago;1092;Centro-Oeste;Online;10;Campanha A;Material;371.70;221.13
2025-06-13;Martelo;Verde;9;48.00;Pago;1096;Oeste;Online;10;Campanha A;Ferramenta;388.80;230.83
2025-06-13;Martelo;Verde;3;7.00;Pago;1065;Centro-Oeste;Loja Física;5;Campanha A;Ferramenta;19.95;270.19
2025-06-14;Martelo;Azul;4;86.00;Não pago;1057;Leste;Loja Física;5;Nenhuma;Ferramenta;326.80;237.56
2025-06-14;Fita;Amarelo;4;32.00;Pago;1010;Norte;Online;15;Nenhuma;Material;108.80;218.96
2025-06-14;Lanterna;Amarelo;4;78.00;Pago;1096;Centro-Oeste;Loja Física;10;Campanha B;Eletrônico;280.80;230.83
2025-06-14;Lanterna;Azul;3;61.00;Pago;1064;Sul;Online;0;Campanha B;Eletrônico;183.00;247.13
2025-06-14;Cola;Amarelo;5;57.00;Não pago;1016;Norte;Loja Física;0;Nenhuma;Material;285.00;244.52
2025-06-14;Martelo;Verde;9;51.00;Não pago;1079;Oeste;Online;10;Campanha A;Ferramenta;413.10;243.07
2025-06-14;Lanterna;Amarelo;8;88.00;Pago;1065;Sul;Loja Física;0;Campanha A;Eletrônico;704.00;270.19
2025-06-14;Marreta;Verde;2;19.00;Pago;1003;Norte;Online;10;Nenhuma;Ferramenta;34.20;228.96
2025-06-14;Lanterna;Azul;9;27.00;Pago;1031;Norte;Online;10;Campanha A;Eletrônico;218.70;210.38
2025-06-14;Parafuso;Vermelho;2;63.00;Não pago;1070;Centro-Oeste;Loja Física;15;Campanha A;Material;107.10;231.15
2025-06-14;Parafuso;Azul;7;60.00;Pago;1028;Oeste;Loja Física;0;Nenhuma;Material;420.00;226.52
2025-06-14;Lanterna;Amarelo;5;61.00;Pago;1060;Oeste;Loja Física;15;Campanha B;Eletrônico;259.25;230.64
2025-06-14;Marreta;Verde;7;61.00;Não pago;1059;Oeste;Online;0;Nenhuma;Ferramenta;427.00;217.20
2025-06-14;Parafuso;Amarelo;5;87.00;Pago;1072;Centro-Oeste;Loja Física;5;Campanha B;Material;413.25;261.87
2025-06-14;Fita;Amarelo;6;45.00;Não pago;1057;Centro-Oeste;Online;15;Campanha A;Material;229.50;237.56
2025-06-14;Lanterna;Vermelho;8;21.00;Não pago;1098;Oeste;Online;0;Campanha B;Eletrônico;168.00;214.63
2025-06-14;Fita;Amarelo;1;44.00;Pago;1052;Norte;Online;0;Campanha B;Material;44.00;248.45
2025-06-14;Lanterna;Vermelho;1;93.00;Não pago;1004;Oeste;Online;0;Nenhuma;Eletrônico;93.00;242.55
2025-06-14;Alicate;Verde;5;1.00;Não pago;1060;Centro-Oeste;Online;0;Campanha A;Ferramenta;5.00;230.64
2025-06-14;Alicate;Verde;1;95.00;Não pago;1020;Oeste;Online;10;Campanha A;Ferramenta;85.50;229.44
2025-06-14;Alicate;Vermelho;3;91.00;Não pago;1057;Centro-Oeste;Online;15;Campanha A;Ferramenta;232.05;237.56
2025-06-14;Parafuso;Azul;9;44.00;Pago;1080;Oeste;Online;0;Campanha B;Material;396.00;217.39
2025-06-14;Fita;Verde;7;62.00;Não pago;1013;Norte;Loja Física;10;Campanha B;Material;390.60;219.01
2025-06-14;Fita;Azul;6;61.00;Pago;1095;Norte;Loja Física;15;Nenhuma;Material;311.10;237.81
2025-06-14;Fita;Verde;8;91.00;Não pago;1078;Centro-Oeste;Loja Física;10;Campanha A;Material;655.20;242.70
2025-06-14;Marreta;Verde;8;79.00;Não pago;1084;Centro-Oeste;Loja Física;5;Campanha A;Ferramenta;600.40;205.93
2025-06-14;Fita;Preto;6;89.00;Pago;1053;Sul;Loja Física;15;Campanha B;Material;453.90;202.24
2025-06-15;Marreta;Amarelo;4;79.00;Não pago;1077;Leste;Online;10;Campanha B;Ferramenta;284.40;243.96
2025-06-15;Alicate;Amarelo;4;83.00;Pago;1040;Sul;Loja Física;15;Campanha B;Ferramenta;282.20;223.79
2025-06-15;Alicate;Azul;4;50.00;Não pago;1015;Centro-Oeste;Loja Física;0;Campanha A;Ferramenta;200.00;275.42
2025-06-15;Parafuso;Amarelo;6;75.00;Não pago;1050;Centro-Oeste;Online;5;Campanha A;Material;427.50;233.85
2025-06-15;Lanterna;Azul;1;41.00;Pago;1000;Oeste;Online;5;Nenhuma;Eletrônico;38.95;235.80
2025-06-15;Alicate;Verde;2;33.00;Não pago;1039;Sul;Loja Física;5;Nenhuma;Ferramenta;62.70;198.61
2025-06-15;Lanterna;Preto;6;87.00;Não pago;1017;Leste;Loja Física;10;Campanha A;Eletrônico;469.80;251.90
2025-06-15;Lanterna;Preto;1;12.00;Pago;1033;Sul;Loja Física;10;Nenhuma;Eletrônico;10.80;218.25
2025-06-15;Parafuso;Verde;9;2.00;Não pago;1089;Norte;Loja Física;10;Campanha B;Material;16.20;232.72
2025-06-15;Martelo;Vermelho;6;21.00;Não pago;1060;Norte;Online;5;Nenhuma;Ferramenta;119.70;230.64
2025-06-15;Martelo;Vermelho;7;14.00;Não pago;1099;Sul;Loja Física;15;Campanha B;Ferramenta;83.30;238.75
2025-06-15;Cola;Amarelo;1;34.00;Não pago;1020;Sul;Loja Física;15;Nenhuma;Material;28.90;229.44
2025-06-15;Parafuso;Azul;8;79.00;Não pago;1000;Centro-Oeste;Online;10;Campanha A;Material;568.80;235.80
2025-06-15;Cola;Preto;5;85.00;Pago;1026;Oeste;Loja Física;15;Campanha B;Material;361.25;218.76
2025-06-15;Cola;Amarelo;5;64.00;Pago;1050;Norte;Online;10;Nenhuma;Material;288.00;233.85
2025-06-15;Martelo;Verde;6;23.00;Não pago;1010;Leste;Online;15;Campanha A;Ferramenta;117.30;218.96
2025-06-15;Parafuso;Preto;7;85.00;Não pago;1013;Oeste;Online;15;Campanha B;Material;505.75;219.01
2025-06-15;Martelo;Azul;7;50.00;Não pago;1091;Sul;Online;5;Campanha B;Ferramenta;332.50;207.33
2025-06-15;Cola;Azul;5;14.00;Pago;1054;Norte;Online;15;Campanha A;Material;59.50;229.21
2025-06-15;Parafuso;Vermelho;1;85.00;Não pago;1026;Sul;Loja Física;5;Campanha A;Material;80.75;218.76
2025-06-15;Cola;Amarelo;9;76.00;Não pago;1021;Norte;Loja Física;0;Campanha B;Material;684.00;226.62
2025-06-15;Fita;Verde;6;46.00;Não pago;1020;Leste;Online;15;Campanha A;Material;234.60;229.44
2025-06-15;Lanterna;Preto;9;5.00;Não pago;1023;Oeste;Loja Física;15;Nenhuma;Eletrônico;38.25;242.16
2025-06-15;Parafuso;Azul;4;66.00;Pago;1018;Leste;Online;5;Nenhuma;Material;250.80;244.38
2025-06-15;Parafuso;Preto;2;22.00;Não pago;1023;Leste;Online;5;Campanha B;Material;41.80;242.16
2025-06-15;Lanterna;Verde;3;70.00;Não pago;1025;Oeste;Loja Física;5;Campanha B;Eletrônico;199.50;231.28
2025-06-15;Cola;Preto;4;2.00;Não pago;1024;Oeste;Loja Física;0;Nenhuma;Material;8.00;223.20
2025-06-16;Fita;Amarelo;8;29.00;Não pago;1044;Leste;Loja Física;0;Campanha A;Material;232.00;218.94
2025-06-16;Marreta;Vermelho;3;61.00;Não pago;1028;Sul;Loja Física;0;Campanha A;Ferramenta;183.00;226.52
2025-06-16;Lanterna;Preto;8;71.00;Não pago;1073;Oeste;Loja Física;5;Campanha B;Eletrônico;539.60;230.82
2025-06-16;Martelo;Vermelho;6;16.00;Não pago;1010;Leste;Online;0;Campanha A;Ferramenta;96.00;218.96
2025-06-16;Cola;Verde;4;64.00;Pago;1023;Leste;Loja Física;15;Campanha B;Material;217.60;242.16
2025-06-16;Lanterna;Vermelho;7;50.00;Não pago;1023;Leste;Loja Física;15;Campanha A;Eletrônico;577.15;242.16
2025-06-16;Lanterna;Preto;5;97.00;Pago;1011;Sul;Loja Física;5;Campanha A;Eletrônico;460.75;227.44
2025-06-16;Parafuso;Preto;5;14.00;Pago;1006;Centro-Oeste;Loja Física;10;Campanha A;Material;63.00;223.34
2025-06-16;Martelo;Azul;9;43.00;Não pago;1039;Centro-Oeste;Loja Física;15;Nenhuma;Ferramenta;328.95;198.61
2025-06-16;Martelo;Preto;3;76.00;Não pago;1080;Oeste;Loja Física;0;Campanha B;Ferramenta;228.00;217.39
2025-06-16;Martelo;Vermelho;4;43.00;Não pago;1098;Centro-Oeste;Online;10;Campanha A;Ferramenta;154.80;214.63
2025-06-16;Lanterna;Azul;5;70.00;Pago;1069;Norte;Online;15;Campanha A;Eletrônico;297.50;201.87
2025-06-16;Marreta;Preto;1;55.00;Pago;1075;Oeste;Online;15;Nenhuma;Ferramenta;46.75;240.01
2025-06-16;Alicate;Preto;7;76.00;Pago;1078;Oeste;Online;15;Nenhuma;Ferramenta;452.20;242.70
2025-06-16;Cola;Verde;8;31.00;Não pago;1095;Leste;Online;5;Nenhuma;Material;235.60;237.81
2025-06-16;Alicate;Azul;6;76.00;Não pago;1022;Norte;Loja Física;10;Campanha B;Ferramenta;410.40;234.32
2025-06-16;Lanterna;Verde;9;74.00;Pago;1070;Centro-Oeste;Online;0;Nenhuma;Eletrônico;666.00;231.15
2025-06-16;Alicate;Verde;3;40.00;Pago;1037;Oeste;Loja Física;15;Nenhuma;Ferramenta;102.00;222.72
2025-06-16;Lanterna;Verde;2;27.00;Não pago;1030;Norte;Online;0;Campanha A;Eletrônico;54.00;209.09
2025-06-16;Alicate;Amarelo;5;52.00;Pago;1028;Sul;Online;5;Campanha A;Ferramenta;247.00;226.52
2025-06-16;Martelo;Verde;9;7.00;Pago;1043;Sul;Loja Física;0;Nenhuma;Ferramenta;63.00;244.02
2025-06-16;Fita;Vermelho;1;46.00;Pago;1027;Leste;Loja Física;10;Campanha A;Material;41.40;256.87
2025-06-16;Martelo;Preto;1;33.00;Pago;1075;Norte;Online;10;Campanha A;Ferramenta;29.70;240.01
2025-06-16;Martelo;Amarelo;3;91.00;Pago;1090;Oeste;Online;0;Nenhuma;Ferramenta;273.00;231.73
2025-06-16;Parafuso;Verde;3;8.00;Pago;1067;Sul;Online;0;Nenhuma;Material;24.00;238.80
2025-06-16;Parafuso;Preto;5;5.00;Pago;1020;Sul;Loja Física;5;Nenhuma;Material;23.75;229.44
2025-06-16;Alicate;Azul;4;61.00;Não pago;1008;Centro-Oeste;Online;10;Nenhuma;Ferramenta;219.60;243.07
2025-06-16;Lanterna;Azul;6;72.00;Pago;1048;Centro-Oeste;Loja Física;15;Nenhuma;Eletrônico;367.20;241.48
2025-06-17;Martelo;Preto;8;60.00;Não pago;1097;Norte;Loja Física;0;Campanha A;Ferramenta;480.00;213.03
2025-06-17;Alicate;Vermelho;8;85.00;Não pago;1036;Centro-Oeste;Loja Física;10;Campanha B;Ferramenta;612.00;249.16
2025-06-17;Parafuso;Preto;4;24.00;Pago;1020;Norte;Loja Física;5;Campanha A;Material;91.20;229.44
2025-06-17;Fita;Preto;1;7.00;Não pago;1059;Oeste;Loja Física;15;Nenhuma;Material;5.95;217.20
2025-06-17;Cola;Amarelo;7;61.00;Pago;1022;Oeste;Loja Física;10;Campanha B;Material;384.30;234.32
2025-06-17;Alicate;Azul;6;83.00;Não pago;1087;Oeste;Online;5;Campanha B;Ferramenta;473.10;241.42
2025-06-17;Fita;Azul;5;95.00;Não pago;1009;Centro-Oeste;Loja Física;15;Campanha B;Material;403.75;246.80
2025-06-17;Cola;Verde;4;36.00;Pago;1069;Centro-Oeste;Online;10;Campanha A;Material;129.60;201.87
2025-06-17;Marreta;Preto;6;27.00;Não pago;1020;Leste;Loja Física;5;Nenhuma;Ferramenta;153.90;229.44
2025-06-17;Alicate;Preto;8;29.00;Pago;1028;Sul;Online;0;Campanha A;Ferramenta;232.00;226.52
2025-06-17;Alicate;Vermelho;6;87.00;Não pago;1058;Oeste;Loja Física;0;Campanha B;Ferramenta;522.00;254.17
2025-06-17;Marreta;Azul;3;20.00;Pago;1039;Centro-Oeste;Loja Física;5;Campanha A;Ferramenta;57.00;198.61
2025-06-17;Marreta;Vermelho;9;70.00;Pago;1020;Sul;Online;15;Nenhuma;Ferramenta;535.50;229.44
2025-06-17;Alicate;Amarelo;3;76.00;Não pago;1085;Oeste;Loja Física;10;Campanha A;Ferramenta;205.20;235.54
2025-06-17;Marreta;Verde;4;76.00;Pago;1098;Oeste;Online;15;Campanha B;Ferramenta;258.40;214.63
2025-06-17;Martelo;Vermelho;5;3.00;Pago;1062;Sul;Loja Física;10;Campanha B;Ferramenta;13.50;254.36
2025-06-17;Cola;Azul;2;39.00;Não pago;1045;Sul;Online;10;Campanha A;Material;70.20;230.76
2025-06-17;Cola;Amarelo;2;99.00;Pago;1004;Centro-Oeste;Online;15;Nenhuma;Material;168.30;242.55
2025-06-17;Cola;Preto;6;83.00;Não pago;1014;Sul;Loja Física;0;Nenhuma;Material;498.00;236.87
2025-06-17;Martelo;Amarelo;2;45.00;Não pago;1082;Sul;Loja Física;0;Nenhuma;Ferramenta;90.00;190.40
2025-06-17;Lanterna;Vermelho;1;68.00;Não pago;1079;Centro-Oeste;Online;10;Campanha A;Eletrônico;61.20;243.07
2025-06-17;Marreta;Azul;8;31.00;Pago;1039;Oeste;Loja Física;0;Campanha B;Ferramenta;248.00;198.61
2025-06-17;Fita;Vermelho;1;38.00;Não pago;1086;Sul;Online;0;Campanha A;Material;38.00;209.64
2025-06-17;Marreta;Preto;6;97.00;Pago;1003;Leste;Online;0;Campanha B;Ferramenta;582.00;228.96
2025-06-17;Alicate;Preto;1;6.00;Não pago;1084;Norte;Online;15;Campanha A;Ferramenta;5.10;205.93
2025-06-17;Parafuso;Azul;8;8.00;Não pago;1023;Sul;Online;5;Campanha B;Material;60.80;242.16
2025-06-17;Cola;Verde;5;28.00;Não pago;1041;Sul;Loja Física;5;Nenhuma;Material;133.00;252.82
2025-06-18;Marreta;Amarelo;3;15.00;Pago;1025;Norte;Loja Física;0;Campanha A;Ferramenta;45.00;231.28
2025-06-18;Fita;Amarelo;5;95.00;Não pago;1065;Leste;Loja Física;0;Nenhuma;Material;475.00;270.19
2025-06-18;Alicate;Preto;1;8.00;Pago;1007;Oeste;Loja Física;15;Campanha A;Ferramenta;6.80;236.13
2025-06-18;Martelo;Vermelho;1;54.00;Pago;1072;Leste;Online;0;Nenhuma;Ferramenta;54.00;261.87
2025-06-18;Lanterna;Vermelho;4;6.00;Pago;1065;Norte;Online;10;Campanha B;Eletrônico;21.60;270.19
2025-06-18;Martelo;Verde;9;29.00;Pago;1077;Sul;Online;5;Campanha B;Ferramenta;247.95;243.96
2025-06-18;Fita;Vermelho;9;34.00;Pago;1019;Oeste;Loja Física;10;Campanha B;Material;275.40;224.82
2025-06-18;Alicate;Amarelo;1;7.00;Não pago;1065;Leste;Online;15;Campanha B;Ferramenta;5.95;270.19
2025-06-18;Cola;Vermelho;3;40.00;Pago;1067;Leste;Online;0;Campanha A;Material;120.00;238.80
2025-06-18;Marreta;Verde;4;74.00;Não pago;1098;Oeste;Online;15;Campanha B;Ferramenta;251.60;214.63
2025-06-18;Alicate;Amarelo;2;13.00;Não pago;1054;Leste;Loja Física;15;Nenhuma;Ferramenta;22.10;229.21
2025-06-18;Lanterna;Vermelho;7;62.00;Pago;1077;Norte;Loja Física;0;Nenhuma;Eletrônico;434.00;243.96
2025-06-18;Martelo;Amarelo;3;86.00;Não pago;1084;Oeste;Loja Física;10;Campanha A;Ferramenta;232.20;205.93
2025-06-18;Lanterna;Preto;1;85.00;Não pago;1078;Norte;Loja Física;15;Campanha A;Eletrônico;72.25;242.70
2025-06-18;Lanterna;Preto;1;65.00;Pago;1038;Oeste;Online;0;Campanha B;Eletrônico;65.00;254.10
2025-06-18;Fita;Preto;3;41.00;Pago;1049;Norte;Loja Física;5;Campanha A;Material;116.85;215.84
2025-06-18;Fita;Vermelho;6;42.00;Não pago;1019;Sul;Online;5;Campanha B;Material;239.40;224.82
2025-06-18;Marreta;Verde;4;66.00;Pago;1069;Sul;Loja Física;0;Campanha A;Ferramenta;264.00;201.87
2025-06-18;Fita;Amarelo;1;93.00;Pago;1027;Leste;Online;5;Campanha B;Material;88.35;256.87
2025-06-18;Fita;Azul;7;11.00;Não pago;1042;Oeste;Online;15;Nenhuma;Material;65.45;211.40
2025-06-18;Alicate;Preto;2;50.00;Pago;1065;Oeste;Loja Física;0;Campanha B;Ferramenta;100.00;270.19
2025-06-18;Cola;Preto;5;71.00;Pago;1027;Norte;Loja Física;0;Nenhuma;Material;355.00;256.87
2025-06-18;Marreta;Azul;8;35.00;Pago;1097;Leste;Online;15;Nenhuma;Ferramenta;238.00;213.03
2025-06-18;Alicate;Azul;7;94.00;Pago;1077;Leste;Online;15;Campanha A;Ferramenta;559.30;243.96
2025-06-18;Cola;Vermelho;8;80.00;Pago;1072;Oeste;Online;0;Nenhuma;Material;640.00;261.87
2025-06-18;Lanterna;Amarelo;6;79.00;Pago;1022;Sul;Loja Física;5;Campanha B;Eletrônico;450.30;234.32
2025-06-18;Alicate;Preto;7;20.00;Não pago;1034;Oeste;Loja Física;10;Campanha A;Ferramenta;126.00;233.87
2025-06-18;Parafuso;Verde;9;28.00;Pago;1021;Oeste;Loja Física;5;Campanha A;Material;239.40;226.62
2025-06-19;Alicate;Vermelho;6;37.00;Não pago;1004;Centro-Oeste;Loja Física;5;Campanha B;Ferramenta;210.90;242.55
2025-06-19;Fita;Vermelho;9;3.00;Não pago;1059;Norte;Online;10;Campanha A;Material;24.30;217.20
2025-06-19;Cola;Verde;2;93.00;Não pago;1040;Norte;Loja Física;15;Campanha B;Material;158.10;223.79
2025-06-19;Marreta;Verde;2;59.00;Não pago;1028;Centro-Oeste;Loja Física;5;Nenhuma;Ferramenta;112.10;226.52
2025-06-19;Marreta;Verde;2;73.00;Pago;1034;Leste;Loja Física;0;Campanha A;Ferramenta;146.00;233.87
2025-06-19;Cola;Azul;6;27.00;Não pago;1097;Norte;Online;5;Nenhuma;Material;153.90;213.03
2025-06-19;Fita;Preto;2;32.00;Pago;1067;Leste;Loja Física;15;Campanha A;Material;54.40;238.80
2025-06-19;Martelo;Azul;3;48.00;Não pago;1044;Sul;Loja Física;0;Campanha B;Ferramenta;144.00;218.94
2025-06-19;Alicate;Preto;8;46.00;Não pago;1008;Leste;Online;15;Campanha B;Ferramenta;312.80;243.07
2025-06-19;Fita;Azul;8;95.00;Pago;1050;Norte;Online;0;Campanha B;Material;760.00;233.85
2025-06-19;Parafuso;Amarelo;4;47.00;Pago;1013;Leste;Loja Física;15;Campanha B;Material;159.80;219.01
2025-06-19;Lanterna;Preto;9;90.00;Não pago;1068;Sul;Loja Física;5;Campanha A;Eletrônico;769.50;231.92
2025-06-19;Cola;Vermelho;8;40.00;Pago;1055;Centro-Oeste;Loja Física;15;Nenhuma;Material;272.00;210.24
2025-06-19;Alicate;Preto;1;3.00;Não pago;1090;Norte;Loja Física;10;Nenhuma;Ferramenta;2.70;231.73
2025-06-19;Marreta;Preto;8;75.00;Pago;1010;Sul;Loja Física;5;Campanha A;Ferramenta;570.00;218.96
2025-06-19;Lanterna;Preto;1;29.00;Pago;1029;Oeste;Loja Física;15;Campanha A;Eletrônico;24.65;241.29
2025-06-19;Martelo;Amarelo;4;91.00;Não pago;1038;Centro-Oeste;Online;5;Nenhuma;Ferramenta;345.80;254.10
2025-06-19;Parafuso;Azul;6;58.00;Pago;1097;Centro-Oeste;Loja Física;15;Nenhuma;Material;295.80;213.03
2025-06-19;Marreta;Vermelho;7;50.00;Não pago;1023;Norte;Online;15;Campanha A;Ferramenta;297.50;242.16
2025-06-19;Cola;Azul;4;10.00;Pago;1079;Sul;Online;5;Campanha A;Material;38.00;243.07
2025-06-19;Alicate;Azul;8;61.00;Não pago;1057;Oeste;Loja Física;0;Campanha A;Ferramenta;488.00;237.56
2025-06-19;Cola;Verde;8;99.00;Não pago;1029;Sul;Online;0;Campanha A;Material;792.00;241.29
2025-06-19;Lanterna;Amarelo;9;61.00;Não pago;1023;Leste;Online;15;Campanha A;Eletrônico;466.65;242.16
2025-06-19;Alicate;Verde;6;23.00;Pago;1066;Norte;Online;10;Nenhuma;Ferramenta;124.20;237.90
2025-06-19;Fita;Amarelo;4;6.00;Não pago;1028;Leste;Online;10;Nenhuma;Material;21.60;226.52
2025-06-19;Martelo;Azul;2;75.00;Não pago;1041;Leste;Online;15;Campanha B;Ferramenta;127.50;252.82
2025-06-19;Fita;Azul;7;60.00;Pago;1075;Centro-Oeste;Loja Física;15;Campanha B;Material;357.00;240.01
2025-06-20;Fita;Amarelo;3;27.00;Não pago;1061;Centro-Oeste;Loja Física;5;Nenhuma;Material;76.95;226.50
2025-06-20;Cola;Azul;3;55.00;Não pago;1026;Leste;Online;10;Nenhuma;Material;148.50;218.76
2025-06-20;Lanterna;Azul;3;31.00;Não pago;1028;Sul;Online;5;Campanha B;Eletrônico;88.35;226.52
2025-06-20;Martelo;Vermelho;4;30.00;Pago;1065;Norte;Loja Física;0;Campanha B;Ferramenta;120.00;270.19
2025-06-20;Alicate;Verde;2;67.00;Pago;1056;Norte;Loja Física;5;Campanha B;Ferramenta;127.30;203.09
2025-06-20;Alicate;Verde;5;13.00;Não pago;1060;Sul;Loja Física;15;Campanha A;Ferramenta;55.25;230.64
2025-06-20;Parafuso;Verde;3;59.00;Pago;1028;Leste;Loja Física;5;Campanha B;Material;168.15;226.52
2025-06-20;Marreta;Preto;5;54.00;Não pago;1056;Norte;Online;5;Campanha A;Ferramenta;256.50;203.09
2025-06-20;Parafuso;Vermelho;7;21.00;Pago;1072;Centro-Oeste;Online;5;Campanha A;Material;139.65;261.87
2025-06-20;Parafuso;Verde;9;50.00;Não pago;1054;Oeste;Loja Física;15;Campanha B;Material;328.95;229.21
2025-06-20;Alicate;Verde;2;11.00;Não pago;1043;Centro-Oeste;Online;15;Nenhuma;Ferramenta;18.70;244.02
2025-06-20;Cola;Vermelho;9;67.00;Não pago;1027;Sul;Online;10;Campanha B;Material;542.70;256.87
2025-06-20;Fita;Azul;6;38.00;Pago;1036;Oeste;Loja Física;5;Campanha B;Material;216.60;249.16
2025-06-20;Lanterna;Verde;6;95.00;Não pago;1022;Norte;Loja Física;0;Campanha B;Eletrônico;570.00;234.32
2025-06-20;Fita;Azul;3;24.00;Não pago;1076;Norte;Online;5;Campanha B;Material;68.40;207.96
2025-06-20;Fita;Verde;9;51.00;Pago;1068;Oeste;Loja Física;0;Campanha B;Material;459.00;231.92
2025-06-20;Martelo;Amarelo;4;76.00;Pago;1095;Norte;Online;10;Campanha A;Ferramenta;273.60;237.81
2025-06-20;Alicate;Preto;5;61.00;Não pago;1091;Oeste;Loja Física;5;Campanha B;Ferramenta;289.75;207.33
2025-06-20;Lanterna;Verde;3;46.00;Pago;1057;Leste;Online;0;Nenhuma;Eletrônico;138.00;237.56
2025-06-20;Cola;Amarelo;5;43.00;Não pago;1078;Sul;Loja Física;5;Nenhuma;Material;204.25;242.70
2025-06-20;Martelo;Vermelho;8;27.00;Pago;1087;Centro-Oeste;Online;5;Campanha A;Ferramenta;205.20;241.42
2025-06-20;Marreta;Amarelo;8;85.00;Pago;1031;Oeste;Loja Física;10;Campanha A;Ferramenta;612.00;210.38
2025-06-20;Cola;Vermelho;8;89.00;Não pago;1084;Oeste;Loja Física;0;Campanha B;Material;712.00;205.93
2025-06-20;Parafuso;Verde;6;30.00;Não pago;1068;Leste;Online;0;Campanha B;Material;180.00;231.92
2025-06-20;Cola;Vermelho;1;94.00;Não pago;1035;Centro-Oeste;Loja Física;15;Campanha A;Material;79.90;232.19
2025-06-20;Cola;Amarelo;6;63.00;Pago;1091;Leste;Online;0;Nenhuma;Material;378.00;207.33
2025-06-20;Fita;Preto;7;10.00;Não pago;1031;Leste;Loja Física;5;Campanha B;Material;66.50;210.38
2025-06-20;Cola;Azul;9;3.00;Pago;1058;Sul;Online;10;Nenhuma;Material;24.30;254.17
2025-06-21;Parafuso;Azul;8;77.00;Não pago;1059;Indefinida;Loja Física;15;Campanha A;Material;523.60;217.20
2025-06-21;Parafuso;Preto;8;60.00;Não pago;1086;Centro-Oeste;Loja Física;15;Nenhuma;Material;408.00;209.64
2025-06-21;Alicate;Azul;7;27.00;Não pago;1079;Leste;Online;5;Nenhuma;Ferramenta;179.55;243.07
2025-06-21;Cola;Verde;2;82.00;Pago;1073;Norte;Online;10;Nenhuma;Material;147.60;230.82
2025-06-21;Fita;Verde;1;45.00;Não pago;1092;Norte;Online;15;Campanha B;Material;38.25;221.13
2025-06-21;Cola;Amarelo;2;62.00;Pago;1026;Norte;Loja Física;10;Campanha A;Material;111.60;218.76
